fecha,maxima,minima,tmedia
1950-11-01,25.7,11.3,18.5
1951-11-01,22.5,9.6,16
1952-11-01,23.4,13.7,18.6
1953-11-01,20.2,11,15.6
1954-11-01,22.8,16,19.4
1955-11-01,23.2,11.5,17.4
1956-11-01,16.7,5.7,11.2
1957-11-01,25.3,11.4,18.4
1958-11-01,16.2,14.2,15.2
1959-11-01,23.8,9.4,16.6
1960-11-01,25.4,13.2,19.3
1961-11-01,20.4,13.4,16.9
1962-11-01,21.8,11.2,16.5
1963-11-01,22.2,12.8,17.5
1964-11-01,23.6,8.4,16
1965-11-01,24.8,13.8,19.3
1966-11-01,19,4.8,11.9
1967-11-01,24.8,14.6,19.7
1968-11-01,23.4,13.8,18.6
1969-11-01,24,10.2,17.1
1970-11-01,22.4,9.2,15.8
1971-11-01,23.8,11.2,17.5
1972-11-01,21.2,12.8,17
1973-11-01,23.4,12.4,17.9
1974-11-01,21,7.2,14.1
1975-11-01,22,12.6,17.3
1976-11-01,21.2,9.6,15.4
1977-11-01,25.8,16.4,21.1
1978-11-01,21.8,9.8,15.8
1979-11-01,21.6,8.6,15.1
1980-11-01,22,11.8,16.9
1981-11-01,23.6,8.6,16.1
1982-11-01,21.4,15.2,18.3
1983-11-01,22,6.6,14.3
1984-11-01,22,14,18
1985-11-01,25,12.2,18.6
1986-11-01,22.6,11.6,17.1
1987-11-01,21.6,11,16.3
1988-11-01,24.2,13.2,18.7
1989-11-01,25.4,11.2,18.3
1990-11-01,23.6,11.8,17.7
1991-11-01,22.2,12.4,17.3
1992-11-01,17.4,9.8,13.6
1993-11-01,20.2,13,16.6
1994-11-01,22.8,14.4,18.6
1995-11-01,24.4,15,19.7
1996-11-01,22.2,10.4,16.3
1997-11-01,21.2,12.6,16.9
1998-11-01,28.2,13.6,20.9
1999-11-01,23.5,12.6,18
2000-11-01,21.5,10.6,16
2001-11-01,24.4,14.6,19.5
2002-11-01,26.4,11.8,19.1
2003-11-01,20.6,10.2,15.4
2004-11-01,21.5,11,16.2
2005-11-01,25.2,12,18.6
2006-11-01,26,16.3,21.2
2007-11-01,22.5,8.2,15.4
2008-11-01,20.4,13.4,16.9
2009-11-01,25.2,16.5,20.8
2010-11-01,23.4,14,18.7
2011-11-01,24.6,14,19.3
