fecha,maxima,minima,tmedia
1954-11-01,20.2,8,14.1
1955-11-01,11.5,7.5,9.5
1956-11-01,8.2,0,4.1
1957-11-01,17.8,5,11.4
1958-11-01,15.1,7.2,11.2
1959-11-01,15.1,8.2,11.6
1960-11-01,20,10.2,15.1
1961-11-01,17.6,7,12.3
1962-11-01,12,7.2,9.6
1963-11-01,12.2,6.2,9.2
1964-11-01,16.4,2.4,9.4
1965-11-01,19.4,6.8,13.1
1966-11-01,8.2,1.8,5
1969-11-01,18.4,3.1,10.8
1970-11-01,20.4,5,12.7
1971-11-01,17.6,6.8,12.2
1972-11-01,12.8,7,9.9
1973-11-01,20,7.6,13.8
1974-11-01,13.2,5.2,9.2
1975-11-01,12.2,7.6,9.9
1976-11-01,10.6,5.8,8.2
1977-11-01,16.2,8,12.1
1978-11-01,19.2,5.8,12.5
1979-11-01,16.2,8.2,12.2
1980-11-01,20.6,6,13.3
1981-11-01,22.4,7.6,15
1982-11-01,21.2,8,14.6
1983-11-01,16.2,8.4,12.3
1984-11-01,19.6,11,15.3
1985-11-01,15.5,5.3,10.4
1986-11-01,16.6,5,10.8
1987-11-01,21,8,14.5
1988-11-01,20,6,13
1989-11-01,22.4,9,15.7
1990-11-01,15,8,11.5
1991-11-01,17.6,9.6,13.6
1992-11-01,10,5.4,7.7
1993-11-01,18.2,11.2,14.7
1994-11-01,17.5,7.4,12.4
1995-11-01,20.2,7.4,13.8
1996-11-01,17.4,10,13.7
1997-11-01,14,1.4,7.7
1998-11-01,12.5,4,8.2
1999-11-01,19.5,11.5,15.5
2000-11-01,13.5,3.5,8.5
2001-11-01,14,8.5,11.2
2002-11-01,16.5,5.5,11
2003-11-01,11.5,5.5,8.5
2004-11-01,12,7.5,9.8
2005-11-01,17.5,9,13.2
2006-11-01,15.9,12.7,14.3
2007-11-01,13.4,6.3,9.8
2008-11-01,13.2,8.4,10.8
2009-11-01,20.1,10.7,15.4
2010-11-01,15,9.1,12
2011-11-01,19.2,7.7,13.4
2012-11-01,15,4.9,10
2013-11-01,14.9,4.2,9.6
2014-11-01,18.3,9.4,13.8
2015-11-01,19.3,9,14.2
2016-11-01,16.3,8.8,12.6
2017-11-01,19.2,4.7,12
2018-11-01,11.6,6.9,9.2
1954-11-02,27,15,21
1955-11-02,15.5,1,8.2
1956-11-02,8.5,0.5,4.5
1957-11-02,16.3,4.1,10.2
1958-11-02,18.5,0,9.2
1959-11-02,19.2,9,14.1
1960-11-02,18,7.2,12.6
1961-11-02,20,2.8,11.4
1962-11-02,15.8,5.2,10.5
1963-11-02,12.3,8,10.2
1964-11-02,16.2,2.8,9.5
1965-11-02,15.5,8,11.8
1966-11-02,7.6,2,4.8
1969-11-02,18.2,3.4,10.8
1970-11-02,21.8,5.9,13.8
1971-11-02,17.8,4.9,11.4
1972-11-02,13.2,4,8.6
1973-11-02,19.4,10.5,15
1974-11-02,14.6,2,8.3
1975-11-02,10.8,5,7.9
1976-11-02,13,8,10.5
1977-11-02,19.2,5.6,12.4
1978-11-02,14.8,4.4,9.6
1979-11-02,14.5,9,11.8
1980-11-02,14.2,5.8,10
1981-11-02,22.9,6.5,14.7
1982-11-02,20,7.4,13.7
1983-11-02,17.4,3,10.2
1984-11-02,14.6,8,11.3
1985-11-02,12.6,4.2,8.4
1986-11-02,13.8,7,10.4
1987-11-02,21.8,8,14.9
1988-11-02,17.8,7.4,12.6
1989-11-02,20.4,10.4,15.4
1990-11-02,11,5,8
1991-11-02,14,10.2,12.1
1992-11-02,13,6.4,9.7
1993-11-02,16.6,11.2,13.9
1994-11-02,18.6,10.4,14.5
1995-11-02,17.6,9.6,13.6
1996-11-02,20.2,6.2,13.2
1997-11-02,17,6.4,11.7
1998-11-02,15,6,10.5
1999-11-02,15.5,13.5,14.5
2000-11-02,11,4,7.5
2001-11-02,15.5,3,9.2
2002-11-02,19.5,7.5,13.5
2003-11-02,14,4,9
2004-11-02,14.5,8,11.2
2005-11-02,19,12,15.5
2006-11-02,14.4,7.8,11.1
2007-11-02,15.6,7.1,11.4
2008-11-02,8.8,5.2,7
2009-11-02,13.8,9.7,11.8
2010-11-02,14.3,10.4,12.4
2011-11-02,18.5,14.4,16.4
2012-11-02,18.8,8,13.4
2013-11-02,21.5,5.5,13.5
2014-11-02,15.5,11.8,13.6
2015-11-02,18.1,11.9,15
2016-11-02,20.2,6.2,13.2
2017-11-02,18.9,8.8,13.8
2018-11-02,13.2,7.3,10.2
1954-11-03,24,7.4,15.7
1955-11-03,16.3,1.5,8.9
1956-11-03,11.8,4.8,8.3
1957-11-03,16,2,9
1958-11-03,18,1.6,9.8
1959-11-03,15,3.5,9.2
1960-11-03,17,6.2,11.6
1961-11-03,18.6,3.6,11.1
1962-11-03,15.6,6,10.8
1963-11-03,16.1,8.2,12.2
1964-11-03,12.5,1.5,7
1965-11-03,12.5,7.8,10.2
1966-11-03,5.1,-0.4,2.4
1969-11-03,17,3.4,10.2
