fecha,maxima,minima,tmedia
1951-11-01,21.9,11,16.4
1952-11-01,23,11.8,17.4
1953-11-01,21.2,9.6,15.4
1954-11-01,20.3,10,15.2
1955-11-01,18.8,13,15.9
1956-11-01,18.8,3.5,11.2
1957-11-01,24.2,10,17.1
1958-11-01,22.5,11.5,17
1959-11-01,22.7,10.6,16.6
1960-11-01,21.7,12.5,17.1
1961-11-01,21.3,10,15.6
1962-11-01,22.5,9.6,16
1963-11-01,20,11.5,15.8
1964-11-01,24.6,8,16.3
1965-11-01,24.6,13.2,18.9
1966-11-01,17.4,0,8.7
1967-11-01,22.6,9,15.8
1968-11-01,19.6,13,16.3
1969-11-01,25.6,7.4,16.5
1970-11-01,28,9.6,18.8
1971-11-01,25,12.2,18.6
1972-11-01,17.8,8.6,13.2
1973-11-01,24.2,14.4,19.3
1974-11-01,22.8,3,12.9
1975-11-01,21,13,17
1976-11-01,18,7.2,12.6
1977-11-01,23.8,13.4,18.6
1978-11-01,25,11.6,18.3
1979-11-01,22.6,9.6,16.1
1980-11-01,23.6,11.2,17.4
1981-11-01,28.6,11.2,19.9
1982-11-01,26.4,12,19.2
1983-11-01,25.4,11.4,18.4
1984-11-01,23.6,12.4,18
1985-11-01,23.4,10,16.7
1986-11-01,24.6,10.8,17.7
1987-11-01,25.6,12.8,19.2
1988-11-01,23,13.2,18.1
1989-11-01,25.8,11.6,18.7
1990-11-01,20.5,9,14.8
1991-11-01,23.2,10,16.6
1992-11-01,17.6,5.6,11.6
1993-11-01,20.4,16.3,18.4
1994-11-01,24,16.2,20.1
1995-11-01,28.5,17.8,23.2
1996-11-01,26,12.4,19.2
1997-11-01,22.6,12,17.3
1998-11-01,22.6,11,16.8
1999-11-01,24.3,12.9,18.6
2000-11-01,20.5,8.5,14.5
2001-11-01,28,14.8,21.4
2002-11-01,24,11.5,17.8
2003-11-01,20.8,11.9,16.4
2004-11-01,20.7,11.9,16.3
2005-11-01,22.5,12.5,17.5
2006-11-01,27,16,21.5
2007-11-01,22.8,10,16.4
2008-11-01,15.8,9,12.4
2009-11-01,31.2,16.7,24
2010-11-01,21.6,10.4,16
2011-11-01,24.4,15.3,19.8
2012-11-01,20.9,14.1,17.5
2013-11-01,23.5,8.5,16
2014-11-01,26.2,12.9,19.6
2015-11-01,24.7,15.2,20
