fecha,maxima,minima
1964-02-21,14.9,13
1965-02-21,10,1.8
1966-02-21,13.7,9
1967-02-21,15,14
1968-02-21,13.5,10.5
1969-02-21,12,10
1970-02-21,16,10.5
1971-02-21,19,5
1972-02-21,16.5,9
1973-02-21,17,11.5
1974-02-21,16,4
1975-02-21,16,11
1976-02-21,12,11
1977-02-21,12.4,9
1978-02-21,15,9.6
1979-02-21,10,8.6
1980-02-21,10.6,6.8
1981-02-21,12.8,4.4
1982-02-21,15,10
1983-02-21,15,11.4
1984-02-21,10.6,6
1985-02-21,14,1.6
1986-02-21,12,8
1987-02-21,11,0.6
1988-02-21,18.2,8.2
1989-02-21,14.6,8
1990-02-21,18,8.6
1991-02-21,12.6,6
1992-02-21,14,4
1993-02-21,18.8,4.2
1994-02-21,15.1,8.5
1995-02-21,11.5,4.5
1996-02-21,7.6,0
1997-02-21,16.8,8.2
1998-02-21,14.2,5.8
1999-02-21,13.6,10.4
2000-02-21,16.3,6.5
2001-02-21,18.2,4.2
2002-02-21,14.5,7.4
2003-02-21,14,5.4
2004-02-21,12,-1.7
2005-02-21,9.8,3.5
2006-02-21,10,2.3
2007-02-21,13.6,4
2008-02-21,20,9
2009-02-21,18.4,7.7
2010-02-21,14.7,7.6
2011-02-21,13.2,9.8
2012-02-21,14.4,3.3
2013-02-21,15.4,9.7
2014-02-21,11,3.4
2015-02-21,12.8,6.7
2016-02-21,17.1,7.7
2017-02-21,20,7.5
2018-02-21,15.4,7.2
2019-02-21,20,7.6
1964-02-22,12.4,11.2
1965-02-22,11.1,5
1966-02-22,14,8
1967-02-22,22,9
1968-02-22,14,9
1969-02-22,11,9
1970-02-22,12,5
1971-02-22,25,11
1972-02-22,17,7
1973-02-22,15,8.5
1974-02-22,15.5,3
1975-02-22,16.4,10.4
1976-02-22,12,9
1977-02-22,12,8
1978-02-22,16,13.6
1979-02-22,13,8.8
1980-02-22,13,9.2
1981-02-22,13,5.8
1982-02-22,13,6.6
1983-02-22,15.6,13.6
1984-02-22,12.4,5
1985-02-22,16,5.2
1986-02-22,13.4,8
1987-02-22,12.6,2.4
1988-02-22,14.4,11
1989-02-22,10,7
1990-02-22,23,11
1991-02-22,14,4.8
1992-02-22,15,2
1993-02-22,15.6,8.4
1994-02-22,13.7,6.9
1995-02-22,11.5,2.1
1996-02-22,10.6,-1.2
1997-02-22,16,8.6
1998-02-22,12.8,3.8
1999-02-22,15.5,9
2000-02-22,10.8,4.5
2001-02-22,19,5.8
2002-02-22,14.2,5.6
2003-02-22,13.5,9.2
2004-02-22,11.6,2
2005-02-22,11.2,5.2
2006-02-22,10,0.2
2007-02-22,15.5,10
2008-02-22,22.4,9.6
2009-02-22,17,5.3
2010-02-22,14.6,10.5
2011-02-22,14.8,10.2
2012-02-22,15,3.5
2013-02-22,12.2,7.1
2014-02-22,13.5,8.3
2015-02-22,11.1,6.1
2016-02-22,13.4,6.3
2017-02-22,19.4,8.9
2018-02-22,15.1,3.3
2019-02-22,21.9,8.4
1964-02-23,15.8,9.2
1965-02-23,11.4,6.5
1966-02-23,15,7.7
1967-02-23,18,7
1968-02-23,14,8
1969-02-23,13,8
1970-02-23,12,8
1971-02-23,22,6
1972-02-23,16.5,4.5
1973-02-23,16,6
1974-02-23,18,4.5
1975-02-23,15.4,7
1976-02-23,18,10.4
1977-02-23,10.2,6.2
1978-02-23,16,12
1979-02-23,16.4,4.4
1980-02-23,19,6
1981-02-23,11.4,5.4
1982-02-23,12,5
1983-02-23,15.6,13
1984-02-23,12.8,7
1985-02-23,19.4,2.8
1986-02-23,14,12.4
1987-02-23,14.4,4.4
1988-02-23,18,9.4
1989-02-23,12,4
1990-02-23,22,11
1991-02-23,16.2,6.4
1992-02-23,17,4
1993-02-23,13.6,5.6
1994-02-23,12.9,6.4
1995-02-23,11.2,6.5
1996-02-23,11.6,1.2
1997-02-23,15,11
1998-02-23,14.9,2.9
1999-02-23,16,7.7
2000-02-23,17.1,10
2001-02-23,14.9,3.3
2002-02-23,16.6,7.8
2003-02-23,16.8,7.5
